severity,peop_in_car,exp,city,highway,gender,speed,op_way,give_way,red_light,bad_grip,bad_visibility,houses,yard_exit,r_roadcross,nr_roadcross,bridge,industry,mall,rwd,awd,fwd,weight,power,vehicle_age,month,d_week,time_of_day,distance,medium,spacious,heavy,small
0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1200,100,15,0,0,5,46.07295928274743,1,0,0,0
0,1,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1100,90,25,3,5,5,78.94263984539161,1,0,0,0
1,1,7,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2000,150,11,7,5,1,60.39428510144626,0,0,1,0
0,1,33,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,12000,500,1,11,3,6,49.29689988547635,0,1,0,0
0,1,25,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,8500,480,5,8,4,7,78.97673763288904,0,1,0,0
1,1,8,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1400,90,2,8,4,7,78.97673763288904,1,0,0,0
2,1,20,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2200,200,11,10,6,6,80.49771102704847,1,0,0,0
2,1,31,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1200,75,8,10,6,6,80.49771102704847,1,0,0,0
0,1,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8000,540,23,0,5,4,43.89985263191451,0,1,0,0
1,1,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1400,120,30,0,5,4,43.89985263191451,0,1,0,0
1,2,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1000,80,23,6,0,3,48.63905537901873,1,0,0,0
0,1,7,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1300,150,14,6,0,3,48.63905537901873,1,0,0,0
1,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1200,98,4,6,1,0,48.50613982178889,1,0,0,0
1,1,26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1400,150,15,6,2,4,78.38531305534983,1,0,0,0
1,1,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1500,100,25,5,3,2,70.49184384693402,0,1,0,0
2,2,9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,12000,400,9,5,3,2,70.49184384693402,0,1,0,0
1,1,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,12000,400,9,5,3,2,70.49184384693402,0,1,0,0
1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1500,180,26,2,0,6,73.48127040964569,1,0,0,0
1,1,8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2500,100,22,6,0,6,74.98357774998398,0,1,0,0
0,2,33,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,900,60,5,6,0,6,74.98357774998398,1,0,0,0
0,2,17,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2200,250,3,3,0,7,74.55302578424507,0,0,1,0
0,1,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1500,180,21,3,0,7,74.55302578424507,0,1,0,0
0,1,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1500,130,8,1,6,3,258.6733511381762,1,0,0,0
1,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1200,98,9,1,6,3,258.6733511381762,1,0,0,0
0,1,7,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,11000,400,8,1,6,3,258.6733511381762,0,1,0,0
2,2,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1800,200,26,2,4,3,65.22262578223018,0,0,1,0
1,1,24,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400,130,8,2,4,3,65.22262578223018,1,0,0,0
1,1,22,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,12000,500,8,10,2,1,49.29728144519007,0,1,0,0
2,1,11,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1500,100,11,8,0,1,61.01263659435062,1,0,0,0
0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12000,250,1,4,2,2,58.04400261440973,0,0,1,0
1,1,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1200,90,14,4,2,2,58.04400261440973,1,0,0,0
1,1,18,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3000,150,3,9,0,6,91.2430120509638,0,1,0,0
1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1100,75,2,11,2,3,73.53360826293121,1,0,0,0
1,1,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8000,300,3,5,0,6,60.54889849384204,0,1,0,0
2,3,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1500,150,3,5,0,6,60.54889849384204,1,0,0,0
1,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12000,450,17,5,0,6,60.54889849384204,0,1,0,0
0,2,23,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12000,450,16,5,1,4,45.63533439548672,0,1,0,0
1,1,32,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8000,400,4,5,1,4,45.63533439548672,0,1,0,0
0,1,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2200,400,9,3,0,5,78.49718291350489,1,0,0,0
1,1,36,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8000,400,1,3,1,1,100.0575863101981,0,1,0,0
2,1,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1400,120,7,8,4,3,49.39258465390071,0,1,0,0
1,1,21,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7000,250,18,8,4,3,49.39258465390071,0,1,0,0
0,2,8,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1200,120,0,8,0,2,56.18562079803544,1,0,0,0
1,1,21,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1300,100,20,10,4,3,92.41641349973364,1,0,0,0
1,1,10,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,12000,500,17,11,0,6,95.14082315026016,0,1,0,0
0,1,43,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1300,150,19,11,1,4,79.26351664068957,1,0,0,0
1,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1500,180,32,11,1,4,79.26351664068957,1,0,0,0
0,1,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1200,98,5,7,5,3,92.08930415439929,1,0,0,0
1,1,11,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,250,130,9,7,5,3,92.08930415439929,0,0,0,1
1,1,6,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1500,100,4,7,6,3,45.89552079197024,0,1,0,0
0,1,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1200,90,14,7,4,7,70.30150976773437,1,0,0,0
1,2,7,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1100,85,3,7,4,7,70.30150976773437,1,0,0,0
0,1,8,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,7000,480,14,7,4,7,70.30150976773437,0,1,0,0
1,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1500,180,16,2,1,2,95.66277024182264,0,1,0,0
2,1,19,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,12000,500,15,3,4,2,96.53544624400918,0,1,0,0
2,1,25,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1100,75,5,11,0,2,94.42407178902307,1,0,0,0
1,1,31,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8000,450,0,8,3,0,70.9026516943202,0,1,0,0
2,1,14,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2000,250,6,10,3,4,49.53281949702647,1,0,0,0
2,1,29,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,12000,450,15,10,3,4,49.53281949702647,0,1,0,0
2,2,21,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1500,180,1,0,2,1,84.63686278327908,1,0,0,0
0,1,31,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1400,130,2,0,6,5,49.29994993627204,1,0,0,0
0,1,58,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2500,150,25,6,2,6,73.6336593879935,0,1,0,0
0,1,22,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9000,300,1,6,2,6,73.6336593879935,0,1,0,0
1,1,30,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8000,400,2,6,2,6,73.6336593879935,0,1,0,0
0,1,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1100,85,11,9,0,4,78.92423784407603,1,0,0,0
2,4,20,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2500,120,14,9,1,6,72.97835598987919,1,0,0,0
0,1,42,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1400,120,1,9,2,2,43.78156937395304,0,1,0,0
1,1,31,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1500,100,1,9,2,2,43.78156937395304,0,1,0,0
0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8000,540,9,9,1,3,97.02829037359554,0,1,0,0
0,1,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8000,400,18,9,1,3,97.02829037359554,0,1,0,0
0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1300,80,6,8,1,5,73.6660878283538,1,0,0,0
1,1,23,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9000,500,3,8,1,2,81.95665576748398,0,1,0,0
2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1400,150,15,0,6,6,83.27380350754828,1,0,0,0
2,1,21,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1200,87,3,0,6,6,83.27380350754828,1,0,0,0
1,1,4,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3000,150,11,0,3,5,46.80152926214808,0,1,0,0
0,1,40,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9000,300,6,0,3,5,46.80152926214808,0,1,0,0
1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1400,150,9,9,3,2,64.9426393942668,1,0,0,0
0,1,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11000,400,0,9,3,2,64.9426393942668,0,1,0,0
1,1,31,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1200,120,2,11,4,7,78.69959353194349,1,0,0,0
1,1,9,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1500,200,14,11,4,7,78.69959353194349,1,0,0,0
1,1,7,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1500,180,27,11,4,2,84.34300525779013,0,1,0,0
2,1,14,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,8000,300,29,11,4,2,84.34300525779013,0,1,0,0
2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1800,150,36,5,3,5,92.04889807390228,1,0,0,0
1,1,42,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,12000,500,1,10,1,7,48.88869460990331,0,1,0,0
0,1,17,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,8000,540,8,11,0,2,69.17576917363844,0,1,0,0
0,2,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2000,150,8,11,0,2,69.17576917363844,0,0,1,0
0,2,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1400,150,11,11,4,7,49.08140588747639,1,0,0,0
0,1,25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,12000,500,19,11,4,7,49.08140588747639,0,1,0,0
1,1,30,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,7000,250,4,11,2,2,72.56998609788673,0,1,0,0
1,1,5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1500,100,5,11,2,2,72.56998609788673,0,1,0,0
2,1,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1700,150,0,4,1,3,70.87584070916083,1,0,0,0
2,2,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1100,90,14,11,0,7,51.315163019890605,1,0,0,0
0,1,27,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,11000,400,3,8,1,4,100.1190532220468,0,1,0,0
1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,950,90,22,8,1,4,100.1190532220468,1,0,0,0
1,1,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2500,100,4,0,1,1,210.4066136975297,0,1,0,0
0,1,29,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8000,400,6,0,1,1,210.4066136975297,0,1,0,0
2,1,32,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9000,300,6,5,1,5,91.23057145771114,0,1,0,0
2,1,26,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1300,106,3,5,1,5,91.23057145771114,1,0,0,0
0,2,9,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1400,120,8,5,5,4,78.99603432306866,1,0,0,0
1,1,17,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1500,100,4,3,2,0,46.68999563529096,1,0,0,0
0,1,39,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,8000,540,5,11,3,4,58.94386751483415,0,1,0,0
0,2,32,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,12000,400,0,11,3,4,58.94386751483415,0,1,0,0
1,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,200,20,3,3,2,0,46.88742778679824,1,0,0,0
0,1,17,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,11000,400,11,3,2,0,46.88742778679824,0,1,0,0
0,2,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1500,150,2,4,2,3,76.23573680817474,0,0,1,0
0,1,6,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,8000,540,23,4,2,3,76.23573680817474,0,1,0,0
2,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1500,130,3,2,1,2,49.088144609665214,0,1,0,0
2,1,26,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1500,150,1,3,3,4,84.56671166806046,1,0,0,0
2,1,12,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8000,540,6,3,3,4,84.56671166806046,0,1,0,0
2,2,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1100,75,6,3,3,4,84.56671166806046,1,0,0,0
2,2,14,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1200,80,1,1,3,2,82.76356418506685,0,1,0,0
1,1,27,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,11000,400,4,1,3,2,82.76356418506685,0,1,0,0
0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1200,87,5,6,4,3,79.099848106624,1,0,0,0
0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1300,90,24,6,4,3,79.099848106624,1,0,0,0
1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1400,80,4,3,3,3,79.13865180473151,1,0,0,0
0,1,7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10000,400,22,7,6,4,73.3885764333046,0,1,0,0
0,2,21,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,400,70,15,7,6,4,73.3885764333046,0,0,0,1
2,2,17,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1300,100,6,4,1,0,84.49054652984569,1,0,0,0
2,1,11,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1400,150,4,3,6,6,84.38315635079476,1,0,0,0
0,1,29,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,12000,500,0,7,2,5,49.28279239015731,0,1,0,0
0,2,21,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1800,150,14,7,2,5,49.28279239015731,1,0,0,0
2,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1200,85,19,1,5,0,54.33406949259839,1,0,0,0
2,1,12,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,12000,400,3,1,5,0,54.33406949259839,0,1,0,0
2,1,24,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2500,130,1,4,2,0,45.91178294706597,0,1,0,0
1,1,12,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,9000,400,9,4,2,0,45.91178294706597,0,1,0,0
1,1,6,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3000,150,5,4,2,0,45.91178294706597,0,1,0,0
0,1,37,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,11000,400,5,9,5,0,71.77812230580882,0,1,0,0
0,2,6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1800,150,16,9,5,0,71.77812230580882,0,0,1,0
2,1,19,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,9000,300,3,3,6,3,61.78721988942491,0,1,0,0
2,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8000,540,19,2,4,6,48.76298362240946,0,1,0,0
2,2,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,900,70,8,1,3,4,54.33406949259839,1,0,0,0
2,1,40,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10000,300,14,1,3,4,54.33406949259839,0,1,0,0
0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1350,130,34,0,4,0,120.00774590290136,1,0,0,0
1,1,13,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1200,87,6,7,0,0,149.94114590012163,1,0,0,0
0,1,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1200,98,18,4,0,4,116.62486415652894,1,0,0,0
1,1,17,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1300,110,3,6,4,6,120.11380288922834,1,0,0,0
0,1,34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1100,100,17,9,2,3,120.40317612930984,1,0,0,0
1,1,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1200,98,19,3,5,4,121.23972801041118,1,0,0,0
0,1,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1500,150,11,10,3,4,120.27178224940474,1,0,0,0
0,1,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1500,150,21,10,0,6,120.86036741940478,1,0,0,0
0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1500,180,30,8,3,5,120.39086827108238,1,0,0,0
0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1200,100,7,7,1,6,120.23878218931186,1,0,0,0
1,1,8,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1200,90,8,0,6,5,104.32397851857311,1,0,0,0
0,2,11,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1200,90,8,9,2,7,120.1957153744714,1,0,0,0
1,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1400,150,23,4,5,2,109.78564370782097,1,0,0,0
1,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1500,100,1,5,4,4,132.1788918753519,1,0,0,0
0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1300,100,16,8,1,5,73.79187175917359,1,0,0,0
1,1,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1300,120,30,5,5,6,69.67357956141485,1,0,0,0
0,1,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1300,80,9,7,5,7,73.48407977897566,1,0,0,0
2,2,9,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1400,150,20,11,6,1,74.78843430245477,1,0,0,0
1,1,7,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,700,50,16,9,0,6,73.43004433248284,1,0,0,0
0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,950,90,22,0,3,4,73.8729630275223,1,0,0,0
1,1,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1400,150,6,10,6,5,75.42806606726076,1,0,0,0
2,1,14,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1500,180,30,6,4,5,74.46135227031847,1,0,0,0
0,2,8,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1200,90,9,11,3,5,129.69533565876566,1,0,0,0
0,1,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1400,150,14,11,3,5,129.69533565876566,1,0,0,0
1,1,18,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12000,500,2,8,0,5,117.68856338674368,0,1,0,0
1,1,19,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8000,400,5,8,0,5,117.68856338674368,0,1,0,0
0,1,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1600,140,8,7,4,4,132.2493598187566,1,0,0,0
0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1500,180,33,7,4,4,132.2493598187566,1,0,0,0
0,1,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,12000,500,8,5,0,5,165.56925688466225,0,1,0,0
1,1,6,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1000,80,7,5,0,5,165.56925688466225,1,0,0,0
0,1,19,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1100,85,11,1,6,6,130.21516383011564,1,0,0,0
2,1,20,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11000,400,11,7,2,4,130.26370818229572,0,1,0,0
1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1300,100,14,2,3,6,130.5762458086041,1,0,0,0
0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,950,90,18,2,6,0,133.24056107673462,1,0,0,0
1,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3000,140,16,11,4,2,129.20517766467376,0,1,0,0
0,1,19,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8000,540,24,11,4,2,129.20517766467376,0,1,0,0
2,1,5,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1300,120,18,10,2,2,197.99170191180653,1,0,0,0
2,1,11,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1200,98,6,10,2,2,197.99170191180653,1,0,0,0
1,3,17,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1500,130,0,7,6,2,127.3759773594286,1,0,0,0
2,2,17,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2200,300,3,7,6,2,127.3759773594286,1,0,0,0
2,2,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1200,90,6,8,2,3,139.91170853142867,1,0,0,0
0,1,61,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1500,100,36,7,1,5,130.68089731506095,1,0,0,0
2,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1300,106,2,4,3,2,143.97827014885186,1,0,0,0
1,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12000,500,2,4,3,2,143.97827014885186,0,1,0,0
2,2,34,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,950,75,16,7,4,4,127.3594429198369,1,0,0,0
2,1,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1200,75,22,7,4,4,127.3594429198369,1,0,0,0
2,2,20,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2400,280,19,6,0,6,120.33859745258586,1,0,0,0
2,1,9,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,12000,500,15,6,0,6,120.33859745258586,0,1,0,0
1,1,12,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2500,100,18,5,5,3,131.47053004566254,0,1,0,0
0,2,54,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1100,80,1,3,0,5,129.2474188469241,1,0,0,0
0,1,29,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,8000,400,4,8,1,5,130.22608237472232,0,1,0,0
1,1,22,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1200,87,1,8,4,6,129.6943093716132,1,0,0,0
0,1,16,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1000,80,15,8,4,6,129.6943093716132,1,0,0,0
2,1,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1400,120,4,3,2,7,132.9790390173419,0,1,0,0
2,1,41,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2000,250,22,3,2,7,132.9790390173419,0,1,0,0
1,1,14,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2000,250,21,2,1,7,129.29504004282362,0,1,0,0
2,7,8,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1300,106,4,0,6,1,123.64998275422276,1,0,0,0
1,1,18,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8000,400,15,3,2,5,112.31716421455415,0,1,0,0
